Title,Number_of_Reviews,Rating,Bought_Last_Month,Price_After_Discount,MRP,Image_URL,Product_ID,Star_Rating_Percentage
"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, Personalization via App (Black)",null,"4.3 out of 5 stars, rating details",null,"3,899","₹9,598",null,51,"{5: '61%', 4: '24%', 3: '7%', 2: '3%', 1: '5%'}"
"boAt New Launch Rockerz 650 Pro, Touch/Swipe Controls, Dolby Audio, 80Hrs Battery, 2Mics ENx, Fast Charge, App Support, Dual Pair, Bluetooth Over Ear Headphones with Mic (Iris Black)",807,"4.3 out of 5 stars, rating details",2K+ bought in past month,"2,299","₹8,990",https://m.media-amazon.com/images/I/61-XNG5lPBL._AC_UY218_.jpg,52,"{5: '69%', 4: '15%', 3: '4%', 2: '2%', 1: '10%'}"
"ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone Up to 60 Hours Playback, Wired Mode, USB-C Type Charging(Black)","3,786","3.7 out of 5 stars, rating details",500+ bought in past month,799,"₹1,899",https://m.media-amazon.com/images/I/618Z0eTNM6L._AC_UY218_.jpg,53,"{5: '44%', 4: '23%', 3: '11%', 2: '5%', 1: '17%'}"
"boAt Rockerz 255 Z Plus, AI-ENx Tech, Spatial Audio, 50HRS Battery, Low Latency Mode, Fast Charge, App Support, IPX4 BT v5.3, Bluetooth Neckband, Wireless with Mic Earphones (Active/Classic Black)","231,725","3.9 out of 5 stars, rating details",5K+ bought in past month,998,"₹4,489",https://m.media-amazon.com/images/I/61vaxn5X09L._AC_UY218_.jpg,54,"{5: '52%', 4: '22%', 3: '9%', 2: '3%', 1: '14%'}"
"pTron Tangentbeat in Ear Bluetooth 5.0 Wireless Headphones with Mic, Deep Bass, 10mm Drivers, Clear Calls, Dual Pairing, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black","76,843","3.8 out of 5 stars, rating details",3K+ bought in past month,549,"₹2,499",https://m.media-amazon.com/images/I/61SAv5VlLWL._AC_UY218_.jpg,55,"{5: '44%', 4: '23%', 3: '14%', 2: '5%', 1: '14%'}"
Skullcandy Hesh ANC Bluetooth Wireless Over-Ear Headphones with Mic (Black),"8,318","3.9 out of 5 stars, rating details",100+ bought in past month,"5,990","₹5,99,000",https://m.media-amazon.com/images/I/81Jfft-mkBL._AC_UY218_.jpg,56,"{5: '54%', 4: '18%', 3: '10%', 2: '5%', 1: '13%'}"
"Marshall Major V Wireless On Ear Headphones, Cream.","1,264","4.5 out of 5 stars, rating details",50+ bought in past month,"14,999",null,null,57,"{5: '75%', 4: '12%', 3: '5%', 2: '2%', 1: '6%'}"
"Boult Newly Launched Flex On Ear Bluetooth Headphones with 80H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, Bluetooth 5.4, AUX Option, 60ms Low Latency, IPX5 (Navy Blue)",216,"4.1 out of 5 stars, rating details",300+ bought in past month,"1,499","₹5,499",null,58,"{5: '63%', 4: '15%', 3: '6%', 2: '2%', 1: '14%'}"
"soundcore H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection","6,662","4.1 out of 5 stars, rating details",300+ bought in past month,"1,699","₹4,499",null,59,"{5: '54%', 4: '25%', 3: '9%', 2: '3%', 1: '9%'}"
Plantronics B825-M-NS (202652-04) Voyager Focus UC Stereo Bluetooth Headset With Active Noise Canceling - No Stand,617,"4.2 out of 5 stars, rating details",null,"21,359","₹36,599",null,60,"{5: '67%', 4: '14%', 3: '5%', 2: '4%', 1: '10%'}"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Magico Black)","197,628","4.1 out of 5 stars, rating details",20K+ bought in past month,"1,249","₹2,299",https://m.media-amazon.com/images/I/51UhwaQXCpL._AC_UY218_.jpg,61,"{5: '60%', 4: '20%', 3: '7%', 2: '2%', 1: '11%'}"
"Sony WH-CH520 Wireless Bluetooth Headphones On Ear with Mic, Up to 50Hrs Battery, Quick Charge, DSEE Upscale, Multipoint Connectivity, Voice Assistant, Customized EQ-Blue","21,489","4.2 out of 5 stars, rating details",1K+ bought in past month,"3,989","₹5,990",https://m.media-amazon.com/images/I/41JACWT-wWL._AC_UY218_.jpg,62,"{5: '59%', 4: '21%', 3: '7%', 2: '3%', 1: '10%'}"
"Sony ULT Wear WH-ULT900N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Massive Bass, Up to 50Hrs Battery-Black","1,737","4.4 out of 5 stars, rating details",500+ bought in past month,"13,989","₹24,990",https://m.media-amazon.com/images/I/610DB8Cwm7L._AC_UY218_.jpg,63,"{5: '71%', 4: '15%', 3: '4%', 2: '1%', 1: '9%'}"
"Sennheiser Momentum 4 Wireless Over Ear Headphones, German Design, ANC, 60h Battery, Customizable Sound, 4 Digital Mics for Crystal-Clear Calls, Multipoint Connectivity, 2 Yr Warranty, Black/Copper","9,062","4.4 out of 5 stars, rating details",200+ bought in past month,"20,990","₹34,990",https://m.media-amazon.com/images/I/71sLOtsK2UL._AC_UY218_.jpg,64,"{5: '72%', 4: '15%', 3: '3%', 2: '2%', 1: '8%'}"
"boAt Rockerz 421 (2025 Launch), 40Hrs Battery, Low Latency(40ms), 40mm Drivers, ENx Technology, Integrated Controls, v5.4 Bluetooth Headphones, Wireless Headphone with Mic (Black Sabre)",31,"4.2 out of 5 stars, rating details",500+ bought in past month,"1,299","₹2,490",https://m.media-amazon.com/images/I/71bUXVCt5EL._AC_UY218_.jpg,65,"{5: '58%', 4: '24%', 3: '7%', 2: '0%', 1: '11%'}"
"ZEBRONICS Duke Wireless Headphone with Up to 60h Backup, Supports Bluetooth, Dual Pairing, Gaming Mode, Environmental Noise Cancellation (ENC), LED Lights, Deep Bass, Voice Assistant Support (Black)","15,227","3.7 out of 5 stars, rating details",500+ bought in past month,899,"₹1,999",https://m.media-amazon.com/images/I/61CTGoZ5woL._AC_UY218_.jpg,66,"{5: '45%', 4: '23%', 3: '12%', 2: '5%', 1: '15%'}"
"boAt Rockerz 550/Rockerz 558 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)","67,887","4.0 out of 5 stars, rating details",3K+ bought in past month,"1,599","₹4,999",https://m.media-amazon.com/images/I/61gYxcIGjvL._AC_UY218_.jpg,67,"{5: '53%', 4: '24%', 3: '9%', 2: '4%', 1: '10%'}"
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation with Mic (Black Symphony)","67,887","4.0 out of 5 stars, rating details",1K+ bought in past month,"1,599","₹4,999",https://m.media-amazon.com/images/I/61F5SXdi9jL._AC_UY218_.jpg,68,"{5: '53%', 4: '24%', 3: '9%', 2: '4%', 1: '10%'}"
boAt Bassheads 100 in Ear Wired Headphones Earphones with Mic (Furious Red),"421,695","4.1 out of 5 stars, rating details",4K+ bought in past month,399,₹999,https://m.media-amazon.com/images/I/41o2uWllXtL._AC_UY218_.jpg,69,"{5: '52%', 4: '25%', 3: '11%', 2: '4%', 1: '8%'}"
"Sony WH-1000XM4 Industry Leading Wireless Noise Cancellation Bluetooth Over Ear Headphones with Mic for Phone Calls, 30 Hours Battery Life, Quick Charge, AUX, Touch Control and Voice Control - Black","56,192","4.5 out of 5 stars, rating details",500+ bought in past month,"19,800","₹29,990",https://m.media-amazon.com/images/I/61oqO1AMbdL._AC_UY218_.jpg,70,"{5: '74%', 4: '16%', 3: '4%', 2: '1%', 1: '5%'}"
"JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, Upto 50 Hours Playtime, Multi-Device Connectivity, Pure Bass, AUX & Voice Assistant Support for Mobile Phones (Black)","35,159","3.6 out of 5 stars, rating details",300+ bought in past month,"3,999","₹7,999",https://m.media-amazon.com/images/I/61QZnJ+vJyL._AC_UY218_.jpg,71,"{5: '43%', 4: '20%', 3: '12%', 2: '7%', 1: '18%'}"
"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over Ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, Enc, Aux, Micro Sd, Voice Assistant, Comfortable Earcups, Call Function (Sea Green)","6,512","3.8 out of 5 stars, rating details",500+ bought in past month,688,"₹1,399",https://m.media-amazon.com/images/I/61smYWXWx9L._AC_UY218_.jpg,72,"{5: '47%', 4: '22%', 3: '12%', 2: '5%', 1: '14%'}"
"Noise Two Wireless On Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Bold Black)","3,512","3.5 out of 5 stars, rating details",1K+ bought in past month,"1,399","₹4,999",https://m.media-amazon.com/images/I/512sO2L0k6L._AC_UY218_.jpg,73,"{5: '42%', 4: '19%', 3: '10%', 2: '6%', 1: '23%'}"
"Bose QuietComfort Ultra Bluetooth Headphones, Wireless Headphones with Spatial Audio, Over Ear Noise Cancelling Headphones with Mic, Up to 24 Hours of Battery Life, Diamond - 60th Anniversary Edition","6,829","4.3 out of 5 stars, rating details",50+ bought in past month,"24,989","₹35,900",https://m.media-amazon.com/images/I/51OW1XJ9vYL._AC_UY218_.jpg,74,"{5: '69%', 4: '15%', 3: '3%', 2: '2%', 1: '11%'}"
"boAt Rockerz 460 Wireless Over Ear Headphones w/Up to 30hrs Playtime, 40mm Drivers, Beast™ Mode, ENx™, Dual Pairing, BT v5.2, Instant Voice Assistant, Adaptive Fit(Crimson White)",154,"4.1 out of 5 stars, rating details",500+ bought in past month,"1,799","₹2,490",https://m.media-amazon.com/images/I/614fed5NnKL._AC_UY218_.jpg,75,"{5: '59%', 4: '21%', 3: '6%', 2: '2%', 1: '12%'}"
"Boult Newly Launched Fluid X Headphones Bluetooth Wireless with 60H Playtime, 40mm Bass Driver, Zen ENC Mic, Type-C Charging, Combat™Gaming Mode, BTv 5.4, Headphones Wireless with mic (Ivory White)",215,"3.8 out of 5 stars, rating details",null,"1,499","₹5,999",https://m.media-amazon.com/images/I/711Y31WRzbL._AC_UY218_.jpg,76,"{5: '60%', 4: '11%', 3: '3%', 2: '6%', 1: '20%'}"
"Boult Newly Launched Soniq Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, Dual Device Pairing, BTv 5.4, AUX Option, Wireless Headphones (White)",16,"4.2 out of 5 stars, rating details",400+ bought in past month,"1,799","₹5,999",https://m.media-amazon.com/images/I/71H7RtDgncL._AC_UY218_.jpg,77,"{5: '78%', 4: '0%', 3: '0%', 2: '8%', 1: '14%'}"
"HAMMER Vibe ENC Bluetooth Headphone, 40mm Driver, Dual Pairing, 50hrs Playtime, Voice Assistant, BT V5.4, Game Mode, Soft Cushions, Lightweight Headphones for Music, Gaming and Calls (Black)",46,"4.2 out of 5 stars, rating details",300+ bought in past month,"1,299","₹4,999",null,78,"{5: '53%', 4: '30%', 3: '9%', 2: '3%', 1: '5%'}"
"soundcore H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection","6,662","4.1 out of 5 stars, rating details",300+ bought in past month,"1,699","₹4,499",null,79,"{5: '54%', 4: '25%', 3: '9%', 2: '3%', 1: '9%'}"
"PowerA Wired Gaming Stereo Headset for Nintendo Switch with Detachable Boom Mic, Fortnite Llambro, Officially Licensed (Virtual Bonus Item Included)",185,"4.3 out of 5 stars, rating details",null,"2,589","₹3,999",null,80,"{5: '73%', 4: '10%', 3: '5%', 2: '2%', 1: '10%'}"
URBN Thump 550 Bluetooth 5.4 Wireless On Ear Headphone | HD Sound | Deep Bass | in-Built Mic | Type-C Charging | Foldable | Aux | Micro SD Card | 1 Year Replacement Warranty (Blue),69,"4.1 out of 5 stars, rating details",null,"1,299","₹2,999",null,81,"{5: '63%', 4: '11%', 3: '11%', 2: '2%', 1: '13%'}"
"ZEBRONICS SILENCIO 111, Wireless Headphone, Hybrid ANC (50dB), 55*Hrs Backup, Transparency Mode, 40mm Titanium Drivers, 3 EQ Modes, ENC, Gaming Mode, Dual Pairing, Rapid Charge, Bluetooth v5.4 (Black)",48,"3.8 out of 5 stars, rating details",100+ bought in past month,"2,799","₹8,999",https://m.media-amazon.com/images/I/71B76Dp0iSL._AC_UY218_.jpg,82,"{5: '58%', 4: '13%', 3: '5%', 2: '0%', 1: '24%'}"
"Noise Newly Launched Airwave Max 5 Wireless Over Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playtime, Dual Pairing(Calm Beige)",173,"4.2 out of 5 stars, rating details",400+ bought in past month,"4,499","₹5,999",https://m.media-amazon.com/images/I/51YKwVXBhIL._AC_UY218_.jpg,83,"{5: '62%', 4: '18%', 3: '9%', 2: '1%', 1: '10%'}"
"Sony WH-CH520 Wireless Bluetooth Headphones on Ear with Mic, Up to 50Hrs Battery, Quick Charge, DSEE Upscale, Multipoint Connectivity, Voice Assistant, Customized EQ-Beige","21,489","4.2 out of 5 stars, rating details",1K+ bought in past month,"3,989","₹5,990",https://m.media-amazon.com/images/I/61C66qTqnwL._AC_UY218_.jpg,84,"{5: '59%', 4: '21%', 3: '7%', 2: '3%', 1: '10%'}"
"boAt Rockerz 450R Wireless On Ear Headphones with 15 Hours Battery, 40mm Drivers, Padded Ear Cushions, Easy Access Controls and Voice Assistant(Aqua Blue)","2,666","3.9 out of 5 stars, rating details",300+ bought in past month,"1,328","₹3,990",https://m.media-amazon.com/images/I/61WjZrbnqML._AC_UY218_.jpg,85,"{5: '53%', 4: '21%', 3: '9%', 2: '3%', 1: '14%'}"
"hayden HY-HD10 Professional Studio Headphones Over-Ear, 50mm Drivers, Foldable, Lightweight, Dual Detachable Cables (2.8m Coiled & 1.2m with Mic) for DJ, Gaming, Recording, Mixing, Monitoring (Black)",152,"4.4 out of 5 stars, rating details",400+ bought in past month,"1,899","₹2,999",https://m.media-amazon.com/images/I/71mlQ0toETL._AC_UY218_.jpg,86,"{5: '74%', 4: '11%', 3: '7%', 2: '3%', 1: '5%'}"
"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, Personalization via App (Black)","32,039","4.3 out of 5 stars, rating details",1K+ bought in past month,"3,899","₹9,598",https://m.media-amazon.com/images/I/51CnDMbXZzL._AC_UY218_.jpg,87,"{5: '61%', 4: '24%', 3: '7%', 2: '3%', 1: '5%'}"
"HAMMER Vibe ENC Bluetooth Headphone, 40mm Driver, Dual Pairing, 50hrs Playtime, Voice Assistant, BT V5.4, Game Mode, Soft Cushions, Lightweight Headphones for Music, Gaming and Calls (Black)",46,"4.2 out of 5 stars, rating details",300+ bought in past month,"1,299","₹4,999",https://m.media-amazon.com/images/I/518onD+P6QL._AC_UY218_.jpg,88,"{5: '53%', 4: '30%', 3: '9%', 2: '3%', 1: '5%'}"
"ZEBRONICS Thunder PRO Over Ear Wireless Headphone with Dual Pairing, Gaming Mode, ENC, Bluetooth, Call Function, Aux, Micro SD, Voice Assistant, Deep Bass, Up to 60h Backup (Beige)",210,"3.5 out of 5 stars, rating details",200+ bought in past month,749,"₹1,899",https://m.media-amazon.com/images/I/61yv8wDBr8L._AC_UY218_.jpg,89,"{5: '43%', 4: '18%', 3: '8%', 2: '8%', 1: '23%'}"
"JBL Tune 770NC Wireless Over Ear ANC Headphones with Mic, Upto 70 Hrs Battery, Speed Charge : 5 min Charge Gives up to 3H of Playback, Google Fast Pair, Dual Pairing, BT 5.3 (Blue)","22,880","4.0 out of 5 stars, rating details",500+ bought in past month,"4,999","₹9,999",https://m.media-amazon.com/images/I/71uBLsZVFhL._AC_UY218_.jpg,90,"{5: '53%', 4: '23%', 3: '7%', 2: '4%', 1: '13%'}"
"Noise Airwave Max 4 Wireless Over-Ear Headphones with 70H Playtime, ENC, 40mm Driver, Low Latency(up to 40ms), Dual Pairing, BT v5.4 (Calm Beige)","1,971","3.7 out of 5 stars, rating details",200+ bought in past month,"1,699","₹5,999",https://m.media-amazon.com/images/I/51FwlxcIySL._AC_UY218_.jpg,91,"{5: '49%', 4: '21%', 3: '6%', 2: '4%', 1: '20%'}"
"Boult Newly Launched Fluid X Headphones Bluetooth Wireless with 60H Playtime, 40mm Bass Driver, Zen ENC Mic, Type-C Charging, Combat™Gaming Mode, BTv 5.4, Headphones Wireless with mic (Black)",215,"3.8 out of 5 stars, rating details",2K+ bought in past month,"1,499","₹5,999",https://m.media-amazon.com/images/I/71yLoRWz0RL._AC_UY218_.jpg,92,"{5: '60%', 4: '11%', 3: '3%', 2: '6%', 1: '20%'}"
"PHILIPS TAN1150BK/94 Wireless Neckband with 60 Hr Playtime, Fast Charging, 13mm Deep Bass Drivers, AI ENC Mic, Multipoint Connectivity, Bluetooth v5.3, IPX5 Water Resistance (Deep Black)",89,"3.5 out of 5 stars, rating details",400+ bought in past month,999,"₹1,999",https://m.media-amazon.com/images/I/51aYikQr+CL._AC_UY218_.jpg,93,"{5: '48%', 4: '12%', 3: '11%', 2: '4%', 1: '25%'}"
"Noise Newly Launched Airwave Max 5 Wireless Over Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playtime, Dual Pairing(Calm Beige)",173,"4.2 out of 5 stars, rating details",400+ bought in past month,"4,499","₹5,999",https://m.media-amazon.com/images/I/51YKwVXBhIL._AC_UY218_.jpg,94,"{5: '62%', 4: '18%', 3: '9%', 2: '1%', 1: '10%'}"
"boAt Rockerz 425 Bluetooth Headphones Wireless On Ear Headphones Signature Sound, Enx Tech, ASAP Charge, 25H Playtime, Bluetooth Headphones V5.2, Dual Pairing with Mic(Techno Purple)","4,280","3.6 out of 5 stars, rating details",200+ bought in past month,"1,199","₹2,999",https://m.media-amazon.com/images/I/71PpIBOEWxL._AC_UY218_.jpg,95,"{5: '47%', 4: '19%', 3: '7%', 2: '3%', 1: '24%'}"
"Dyazo Computer Wired Headphones | Headset with Mic | 3.5 MM Jack | Compatible for Laptops, PC, Notebooks (Black)",351,"4.1 out of 5 stars, rating details",1K+ bought in past month,469,₹999,https://m.media-amazon.com/images/I/41zaoN9BTHL._AC_UY218_.jpg,96,"{5: '66%', 4: '9%', 3: '7%', 2: '6%', 1: '12%'}"
"amazon basics Pro Series Wired USB Headset with Mic | 40 mm Driver | On-Ear Computer/PC or Laptop Headphone | Noise Cancellation Microphone | in-line Control for Home, Office, Teams or Zoom",92,"4.5 out of 5 stars, rating details",1K+ bought in past month,"1,899","₹2,999",https://m.media-amazon.com/images/I/61IcSUTenIL._AC_UY218_.jpg,97,"{5: '73%', 4: '16%', 3: '5%', 2: '3%', 1: '3%'}"
"Boult Newly Launched Soniq Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, Dual Device Pairing, BTv 5.4, AUX Option, Wireless Headphones (White)",16,"4.2 out of 5 stars, rating details",400+ bought in past month,"1,799","₹5,999",https://m.media-amazon.com/images/I/71H7RtDgncL._AC_UY218_.jpg,98,"{5: '78%', 4: '0%', 3: '0%', 2: '8%', 1: '14%'}"
"Skullcandy Crusher ANC 2 Over-Ear Active Noise Cancelling Wireless Headphones with Sensory Bass,40mm Drivers,Dual Pairing,Flat-Folding & Collapsible Design,Alexa Enabled, 50Hr Playtime- Preppy Summer","35,575","4.3 out of 5 stars, rating details",null,"19,990","₹64,999",https://m.media-amazon.com/images/I/51ifY8G8XvL._AC_UY218_.jpg,99,"{5: '67%', 4: '15%', 3: '7%', 2: '3%', 1: '8%'}"
"soundcore by Anker,Space One,Active Noise Cancelling in Ear Headphones,2X Stronger Voice Reduction,40H ANC Playtime,App Control,Ldac Hi-Res Wireless Audio,Comfortable Fit,Clear Calls,Bluetooth 5.3","17,636","4.0 out of 5 stars, rating details",100+ bought in past month,"6,999","₹19,998",https://m.media-amazon.com/images/I/51QVszp82CL._AC_UY218_.jpg,100,"{5: '49%', 4: '28%', 3: '6%', 2: '5%', 1: '12%'}"
"Noise Newly Launched Airwave Max 5 Wireless Over Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playtime, Dual Pairing(Calm White)",173,"4.2 out of 5 stars, rating details",50+ bought in past month,"4,499","₹5,999",https://m.media-amazon.com/images/I/51g7PqkNMxL._AC_UY218_.jpg,101,"{5: '62%', 4: '18%', 3: '9%', 2: '1%', 1: '10%'}"
"HAMMER Bash Over The Ear Wireless Bluetooth Headphones with Mic, Deep Bass, Foldable Headphones, Fast Pairing, Upto 8 Hours Playtime, Workout/Travel, Bluetooth 5.0 (Black)","3,393","3.7 out of 5 stars, rating details",null,"1,899","₹8,245",https://m.media-amazon.com/images/I/51oZ4ZKdzTL._AC_UY218_.jpg,102,"{5: '47%', 4: '21%', 3: '10%', 2: '5%', 1: '17%'}"
"Ambrane Stringz 38 Wired Headphones with Mic, Powerful HD Sound with High Bass, Tangle Free Cable, Comfort in Ear Fit, 3.5mm Jack (Green), Normal","22,744","3.8 out of 5 stars, rating details",800+ bought in past month,279,₹449,https://m.media-amazon.com/images/I/61bAvCrnFDL._AC_UY218_.jpg,103,"{5: '42%', 4: '26%', 3: '15%', 2: '6%', 1: '11%'}"
"soundcore by Anker R50i VI True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Customization via App",null,"4.1 out of 5 stars, rating details",null,999,"₹2,249",null,104,"{5: '59%', 4: '19%', 3: '7%', 2: '3%', 1: '12%'}"
"Noise Buds N1 in-Ear Truly Wireless Earbuds with Chrome Finish, 40H of Playtime, Quad Mic with ENC, Ultra Low Latency(up to 40 ms), Instacharge(10 min=120 min), BT v5.3(Calm Beige)","9,978","4.0 out of 5 stars, rating details",1K+ bought in past month,799,"₹3,499",https://m.media-amazon.com/images/I/51oUh6W15CL._AC_UY218_.jpg,105,"{5: '56%', 4: '21%', 3: '6%', 2: '3%', 1: '14%'}"
"HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 40 Hours Playtime, Bluetooth 5.3, Workout/Travel (Black)","3,393","3.7 out of 5 stars, rating details",200+ bought in past month,"1,849","₹8,245",https://m.media-amazon.com/images/I/61Qwi91REJL._AC_UY218_.jpg,106,"{5: '47%', 4: '21%', 3: '10%', 2: '5%', 1: '17%'}"
"soundcore by Anker H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection (Black)","6,662","4.1 out of 5 stars, rating details",500+ bought in past month,"1,699","₹4,499",https://m.media-amazon.com/images/I/61SNaslx5FL._AC_UY218_.jpg,107,"{5: '54%', 4: '25%', 3: '9%', 2: '3%', 1: '9%'}"
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode (White)","32,039","4.3 out of 5 stars, rating details",300+ bought in past month,"3,899","₹3,89,900",https://m.media-amazon.com/images/I/51FfiLFD2oL._AC_UY218_.jpg,108,"{5: '61%', 4: '24%', 3: '7%', 2: '3%', 1: '5%'}"
"Noise Airwave Max 4 Wireless Over-Ear Headphones with 70H Playtime, ENC, 40mm Driver, Low Latency(up to 40ms), Dual Pairing, BT v5.4 (Carbon Black)","1,971","3.7 out of 5 stars, rating details",500+ bought in past month,"1,699","₹5,999",https://m.media-amazon.com/images/I/61LJAjBP4CL._AC_UY218_.jpg,109,"{5: '49%', 4: '21%', 3: '6%', 2: '4%', 1: '20%'}"
"JBL Tour One M2 Adaptive Noise Cancelling Over-Ear Headphones, Spatial Sound, Smart Ambient, 50Hrs Playtime, BT 5.3 Le, Quick Charge, Multi Point Conectivity, Built-in Alexa, 2 Years Warranty (Black)",643,"4.0 out of 5 stars, rating details",null,"14,999","₹34,999",https://m.media-amazon.com/images/I/61d2SD59OTL._AC_UY218_.jpg,110,"{5: '60%', 4: '14%', 3: '9%', 2: '6%', 1: '11%'}"
"Boult Newly Launched Flex On Ear Bluetooth Headphones with 80H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, Bluetooth 5.4, AUX Option, 60ms Low Latency, IPX5 (Jet Black)",216,"4.1 out of 5 stars, rating details",500+ bought in past month,"1,499","₹5,499",https://m.media-amazon.com/images/I/71yAU2+AOCL._AC_UY218_.jpg,111,"{5: '63%', 4: '15%', 3: '6%', 2: '2%', 1: '14%'}"
"Zebronics Zeb-Storm Wired Headphone with 3.5mm Jack, Built in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Black)","2,445","3.7 out of 5 stars, rating details",100+ bought in past month,419,₹799,https://m.media-amazon.com/images/I/61FrvQMXxJL._AC_UY218_.jpg,112,"{5: '44%', 4: '22%', 3: '13%', 2: '6%', 1: '15%'}"
"Sony WH-1000XM5 Best Active Noise Cancelling Wireless Bluetooth Over Ear Headphones with Mic for Clear Calling, up to 40 Hours Battery -White","15,586","4.4 out of 5 stars, rating details",50+ bought in past month,"24,989","₹34,990",https://m.media-amazon.com/images/I/61ULAZmt9NL._AC_UY218_.jpg,113,"{5: '72%', 4: '15%', 3: '5%', 2: '2%', 1: '6%'}"
"Skullcandy Crusher Wireless Bluetooth Headphones with Multi-Sensory Bass, Noise Isolating Over-Ear Fit, Up to 50 Hours Battery, Microphone for iPhone Android with Travel Bag - Black","35,575","4.3 out of 5 stars, rating details",null,"8,999","₹8,99,900",https://m.media-amazon.com/images/I/71QbbvhjDcL._AC_UY218_.jpg,114,"{5: '67%', 4: '15%', 3: '7%', 2: '3%', 1: '8%'}"
"boAt New Launch Rockerz 650 Pro, Touch/Swipe Controls, Dolby Audio, 80Hrs Battery, 2Mics ENx, Fast Charge, App Support, Dual Pair, Bluetooth Over Ear Headphones with Mic (Iris Black)",807,"4.3 out of 5 stars, rating details",2K+ bought in past month,"2,299","₹8,990",https://m.media-amazon.com/images/I/61-XNG5lPBL._AC_UY218_.jpg,115,"{5: '69%', 4: '15%', 3: '4%', 2: '2%', 1: '10%'}"
"Boult Newly Launched Fluid X Pro ANC Headphones Bluetooth Wireless with 70H Playtime, 40mm Bass Driver, Active Noise Cancellation, Type-C Fast Charging, ANC Headphones Wireless with mic (Reven Black)",215,"3.8 out of 5 stars, rating details",null,"1,999","₹7,999",https://m.media-amazon.com/images/I/81w+03m9KeL._AC_UY218_.jpg,116,"{5: '60%', 4: '11%', 3: '3%', 2: '6%', 1: '20%'}"
"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (White)","18,396","4.0 out of 5 stars, rating details",100+ bought in past month,"1,999","₹4,499",https://m.media-amazon.com/images/I/51KzMsSOD5S._AC_UY218_.jpg,117,"{5: '52%', 4: '21%', 3: '11%', 2: '4%', 1: '12%'}"
